objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
574,jsma2016_12_52.jpg,Serving fork and spoon,"Los Castillo; Castillo, Emilia",ca. 1990s,"The design of this serving set was made using a technique called chasing. Chasing is a process of punching into the surface of the metal by striking a steel tool called a scribe with a hammer. The Mexican workshop of Los Castillos, founded by Antonio Castillo in 1939, often uses this technique to create designs influenced by Mexican folk art. Before opening his own workshop, Antonio trained as a silversmith with William Spratling, whose workshop in Taxco, Mexico is credited with the revival of Mexican silver based on folk designs. Los Castillos continues to make handmade objects today, under the control of Emilia, Antonio’s daughter. Emilia has gained international acclaim for her silver and porcelain designs, which are sold in her storefront in Paris and in the United States by Neiman Marcus department stores.","Los Castillo; Castillo, Emilia;Mexican;Silverplate;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.52,Image;StillImage,image/jpeg,Mexican,Silverplate,each: 12 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119710;type=101,N0776
192,jsma2016_12_6.jpg,Salad serving set,"Spratling, William",ca. 1944-46,"American-born William Spratling is considered the catalyst for the renaissance of Mexican folk art in a modern context and one of the most influential modern Mexican silversmiths. Known primarily for his jewelry, Spratling also designed hollowware and serving sets, often incorporating rosewood, ebony, and mahogany into his designs. A professor of architecture at Tulane University, Spratling was an early promoter of Mexican artists, such as Diego Rivera, in the United States. He moved to Taxco, Mexico in 1926 and began experimenting with silver because of the silver mines located there. He started to design jewelry in 1931, quickly gaining recognition and opening a workshop by 1933. At the peak of his success, he had around 400 silversmiths working in his shop. Spratling was adding ten new designs a week during 1939–40, but his workshop ceased production in 1946 due to over-expansion. He continued to design silver for other workshops until his death in 1967.","Spratling, William;Mexican; American;Sterling silver with rosewood;Taxco, Mexico","Taxco, Mexico",,,"JSMA2016:12.6a,b",Image;StillImage,image/jpeg,Mexican; American,Sterling silver with rosewood,each: 12 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119659;type=101,N0116
40,jsma2016_12_62.jpg,Necklace,"Pineda, Antonio",ca. 1953-2009,"Antonio Pineda (b. 1919) is considered one of Taxco’s mid-century silver maestros. He apprenticed with William Spratling in the 1930s. Pineda “sketched endlessly” to develop his distinctive modern aesthetic for which he became famous in the 1940s and 1950s. Pineda was particularly known for his use of hollow space and curvilinear planes in his jewelry, such as this onyx bezel-set necklace. 
Mark: Antonio Pineda’s work can be identified by the words “Antonio Taxco” in the shape of a crown.","Pineda, Antonio;Mexican;Sterling silver, onyx;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.62,Image;StillImage,image/jpeg,Mexican,"Sterling silver, onyx",14 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119726;type=101,N1005
42,jsma2016_12_67.jpg,Pin,"Spratling, William",20th century,Floral pin with central large purple stone.,"Spratling, William;Mexican;Silver with amethyst cabochon;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.67,Image;StillImage,image/jpeg,Mexican,Silver with amethyst cabochon,L. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119731;type=101,N1318
135,jsma2016_12_69.jpg,Bracelet,Los Ballesteros,ca. 1940s,,"Los Ballesteros;Mexican;Sterling silver (oxidized);Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.69,Image;StillImage,image/jpeg,Mexican,Sterling silver (oxidized),7 x 7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119733;type=101,N1334
193,jsma2016_12_7.jpg,Spoon,"Spratling, William",ca. 1950,,"Spratling, William;Mexican; American;Sterling silver, wood;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.7,Image;StillImage,image/jpeg,Mexican; American,"Sterling silver, wood",each: 12-5/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119660;type=101,N0119
43,jsma2016_12_70.jpg,Bracelet,Los Ballesteros,ca. 1940,,"Los Ballesteros;Mexican;Sterling silver;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.70,Image;StillImage,image/jpeg,Mexican,Sterling silver,7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119734;type=101,N1335
44,jsma2016_12_71.jpg,Bracelet,"Mexico Metales, Taxco",ca. 1940,"Mexico’s eagle hallmark system to regulate quality of silver began in 1948 and ended in 1979. All items created for export had to be marked with an eagle hallmark. Within each eagle there was a specific number. These numbers correlated to manufacturers or regions. Each manufacturer could pay to receive their own number, but those who could not afford used the generic regional numbers. Taxco was assigned number 3, which is the mark found on this bracelet.","Mexico Metales, Taxco;Mexican;Sterling silver;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.71,Image;StillImage,image/jpeg,Mexican,Sterling silver,6-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119735;type=101,N1336
45,jsma2016_12_72.jpg,Brooch,"Spratling, William",ca. 20th century,,"Spratling, William;Mexican;Silver, amethyst;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.72,Image;StillImage,image/jpeg,Mexican,"Silver, amethyst",2 x 2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119736;type=101,N1345
194,jsma2016_12_8.jpg,Salad serving set,"Carr, Henrik Schlubach",ca. 1950,,"Carr, Henrik Schlubach;Mexican; American;Sterling silver;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.8a-c,Image;StillImage,image/jpeg,Mexican; American,Sterling silver,"A: 10-1/2 inches, B: 9-1/2 inches, C: 9-1/2 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119661;type=101,N0122
47,jsma2016_12_98.jpg,Pendant with Chain,Los Ballesteros,mid 20th century,"Large pendant, design influenced by pre-Columbain motifs. Oxidized ground with center turquoise cabochon.","Los Ballesteros;Mexican;Sterling silver with turquoise cabochon;Taxco, Mexico","Taxco, Mexico",,,JSMA2016:12.98,Image;StillImage,image/jpeg,Mexican,Sterling silver with turquoise cabochon,Pendant: Diam: 2-5/8 inches; chain: 28 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119762;type=101,T0193
530,jsma2017_2_2.jpg,Pill box with turquoise stone,Unknown,20th century,,"Unknown;Mexican;Sterling silver, turquoise cabochon;Taxco, Mexico","Taxco, Mexico",,,JSMA2017:2.2,Image;StillImage,image/jpeg,Mexican,"Sterling silver, turquoise cabochon",H. 7/8 x W. 1-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126292;type=101,N1173
196,jsma2017_2_36.jpg,Salad servers,"Spratling, William",ca. 1944-46,,"Spratling, William;Mexican;Sterling silver with ebony handles;Taxco, Mexico","Taxco, Mexico",,,JSMA2017:2.36a-b,Image;StillImage,image/jpeg,Mexican,Sterling silver with ebony handles,Spoon: H. 12-7/8 x W. 2-5/8 x D. 1-5/8 inches; Fork: H. 12-7/8 x W. 2-1/4 x D. 1-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126339;type=101,N0116
544,jsma2019_11_115.jpg,Tray,"Castillo, Wolmar",ca. 1965,,"Castillo, Wolmar;Mexican;Silverplate with green cabochon inlay;Taxco, Mexico","Taxco, Mexico",,,JSMA2019:11.115,Image;StillImage,image/jpeg,Mexican,Silverplate with green cabochon inlay,W. 7-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136176;type=101,T0014/S0148
542,jsma2019_11_68.jpg,Butter dish and knife,"Spratling, William",20th century,,"Spratling, William;Mexican;Sterling silver and rosewood;Taxco, Mexico","Taxco, Mexico",,,"JSMA2019:11.68a,b",Image;StillImage,image/jpeg,Mexican,Sterling silver and rosewood,dish: H. 1-1/4 x W. 8-5/8 x D. 2-1/8 inches; knife: 7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136122;type=101,N1137
198,jsma2019_11_8.jpg,Spoon,"Aguilar, Hector",ca. 1950s,,"Aguilar, Hector;Mexican;Sterling silver;Taxco, Mexico","Taxco, Mexico",,,JSMA2019:11.8,Image;StillImage,image/jpeg,Mexican,Sterling silver,9-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136054;type=101,N0124
388,jsma2019_11_5.jpg,Bowl,"Hewes, Joel F.",20th century,,"Hewes, Joel F.;American;Sterling silver;Titusville, Pennsylvania","Titusville, Pennsylvania",,,JSMA2019:11.5,Image;StillImage,image/jpeg,American,Sterling silver,H. 1-1/4 x Diam. 4-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136051;type=101,N0095
430,jsma2014_38_24.jpg,Box,"Nixon, Max",ca. 1940,,"Nixon, Max;American;Copper and wood;Topeka, Kansas","Topeka, Kansas",,,JSMA2014:38.24,Image;StillImage,image/jpeg,American,Copper and wood,H. 2-1/2 x W. 4-11/16 x D. 3-7/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27179;type=101,N1495
2,jsma2019_11_131.jpg,Bracelet,"Hyvärinen, Matti J.",1973,Linked bracelet with textured bars.,"Hyvärinen, Matti J.;Finnish;Sterling silver;Turku, Finland","Turku, Finland",,,JSMA2019:11.131,Image;StillImage,image/jpeg,Finnish,Sterling silver,8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137895;type=101,N0496
447,jsma2016_12_155.jpg,Mantel clock,"Walton, George Henry (in the style of); Liberty & Company",ca. 1900-1910,"Of rectangular form with strapwork legs, chased with scrolling vines surrounding a circular dial, bezel-set with four rectangular green/blue enamels, the cornice with center oval dome. Clock mechanism produced by Liberty & Co.","Walton, George Henry (in the style of); Liberty & Company;British;Copper and iron with enamel cabochons, porcelain, and glass;UK",UK,,,JSMA2016:12.155,Image;StillImage,image/jpeg,British,"Copper and iron with enamel cabochons, porcelain, and glass",H. 7-1/4 x W. 14-1/2 x D. 4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122444;type=101,N0066
450,jsma2014_38_41.jpg,Cigarette box,Unknown,ca. 1910,Box with overhanging lid and four bracketed feet with rivets. Off-center enamel cabochon on lid.,"Unknown;British;Silverplate, enamel cabochon, wood liner;United Kingdom",United Kingdom,,,JSMA2014:38.41,Image;StillImage,image/jpeg,British,"Silverplate, enamel cabochon, wood liner",H. 2-3/4 x W. 4-3/4 x D. 4-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27196;type=101,N0078
183,jsma2019_11_33.jpg,Caddy spoon,Unknown,ca. 20th century,"Caddy spoon for measuring tea, hammered finish with fish scale chasing on handle",Unknown;British;Pewter;United Kingdom,United Kingdom,,,JSMA2019:11.33,Image;StillImage,image/jpeg,British,Pewter,3-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136081;type=101,N0546
581,jsma2019_11_53.jpg,Napkin rings (set of 4),"Freeman, Patrica Jean",1990,Four-piece napkin ring set with zodiac sign applied gold decoration.,"Freeman, Patrica Jean;British;Sterling silver with gold gilding;United Kingdom",United Kingdom,,,JSMA2019:11.53a-d,Image;StillImage,image/jpeg,British,Sterling silver with gold gilding,each: H. 1-1/4 x W. 1-9/16 x D. 1-9/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136106;type=101,N0956
316,jsma2014_38_50.jpg,Warty bowl,"Stickley, Gustav",ca. 1915,,"Stickley, Gustav;American;Copper;United States",United States,,,JSMA2014:38.50,Image;StillImage,image/jpeg,American,Copper,H. 4 x Diam. 7 5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27205;type=101,P0146/S0124
317,jsma2014_38_50.jpg,Warty bowl,"Stickley, Gustav",ca. 1915,,"Stickley, Gustav;American;Copper;United States",United States,,,JSMA2014:38.50,Image;StillImage,image/jpeg,American,Copper,H. 4 x Diam. 7 5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27205;type=101,P0148/S0124
550,jsma2014_38_54.jpg,Inkwell,"Tiesselinck, August (in the style of)",1930,"This double inkwell parallels the style of Dutch metalsmith August Tiesselinck (1890-1972), who honed his craft in the early 1900s in the famed California copper workshop of his uncle Dirk van Erp. Tiesselinck masterfully incorporates the Arts and Crafts ethos of beauty and functionality into his designs. The rounded inkwells form an abstracted floral motif. Rounded rivets, doubling as ornamentation, adorn the sides of the inkwells. The inkwell would have surely earned the praise of William Morris who prized craftsmanship that was “difficult to tell where the mere utilitarian part of [the] work ended and the ornamental began.”","Tiesselinck, August (in the style of);American;Copper, glass;United States",United States,,,JSMA2014:38.54,Image;StillImage,image/jpeg,American,"Copper, glass",H. 2-1/4 x W. 10-1/4 x D. 5-11/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27209;type=101,N0517
576,jsma2016_12_116.jpg,Box,"Ilgner, Charla",early 20th century,"Hammered surface, the cover applied with a stylized blossom","Ilgner, Charla;American;Silverplate;United States",United States,,,JSMA2016:12.116,Image;StillImage,image/jpeg,American,Silverplate,H. 1-3/4 x W. 4-5/8 x D. 3-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122396;type=101,T0189
164,jsma2016_12_17.jpg,Spoon,Unknown,ca. 1920,Spoon made by an unidentified student of Janet Payne Bowles.,Unknown;American;Ailver;United States,United States,,,JSMA2016:12.17,Image;StillImage,image/jpeg,American,Ailver,4-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119670;type=101,N0197
26,jsma2016_12_36.jpg,Pin,Unknown,20th century,Bar pin with geometric design.,Unknown;Native American;Silver;United States,United States,,,JSMA2016:12.36,Image;StillImage,image/jpeg,Native American,Silver,3 x 1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119689;type=101,N0354
28,jsma2016_12_60.jpg,Neck wire,Planet Glass,late 20th-century,,Planet Glass;American;Sterling silver with acqumarine cabochon;United States,United States,,,JSMA2016:12.60,Image;StillImage,image/jpeg,American,Sterling silver with acqumarine cabochon,9-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119722;type=101,N0884
120,jsma2016_12_74.jpg,Stick pin,Unknown,1910,Hat pin made of gold with blister pearl.,"Unknown;American;14 karat gold, blister pearl;United States",United States,,,JSMA2016:12.74,Image;StillImage,image/jpeg,American,"14 karat gold, blister pearl",5-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119738;type=101,N1373
121,jsma2016_12_75.jpg,Necklace,Unknown,1910,"Gold chain necklace bezel-set with a center oval turquoise cabochon, a cushion-shaped turquois stone on top, with three pear-shaped turquois stones and 10 seed pearls.","Unknown;American;14 karat gold, turquoise, seed pearls;United States",United States,,,JSMA2016:12.75,Image;StillImage,image/jpeg,American,"14 karat gold, turquoise, seed pearls",17-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119739;type=101,N1398
197,jsma2017_2_37.jpg,Salad Servers,Unknown,n.d.,,"Unknown;Native American, Navajo;Pewter;United States",United States,,,JSMA2017:2.37a-b,Image;StillImage,image/jpeg,"Native American, Navajo",Pewter,each: 10-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126323;type=101,T0013/S0146
175,jsma2017_2_48.jpg,Serving tongs,Unknown,ca. 1880,,Unknown;American;Silverplate;United States,United States,,,JSMA2017:2.48,Image;StillImage,image/jpeg,American,Silverplate,6-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126299;type=101,N1158
513,jsma2017_2_55.jpg,Coffee pot and sugar bowl,"Von Nessen, Walter; Chase Brass and Copper Co.",1933,"Industrial designer Walter Von Nessen’s “Diplomat Coffee Set” was created by extruding pipe, which was then shaped, fluted, and finished with durable chrome. The heat resistant black Catalin (a type of plastic) provides a handsome counterpoint to the reflective surface and protects the user from the hot metal.","Von Nessen, Walter; Chase Brass and Copper Co.;American;Chrome plate with black Catalin plastic;United States",United States,,,"JSMA2017:2.55a,b",Image;StillImage,image/jpeg,American,Chrome plate with black Catalin plastic,Coffee pot: H. 4-1/4 x W. 8-1/4 x Diam. 2-7/8 inches; Sugar bowl H. 4-3/8 x W. 3-1/2 x Diam. 2-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126285;type=101,N1049
514,jsma2017_2_55.jpg,Coffee pot and sugar bowl,"Von Nessen, Walter; Chase Brass and Copper Co.",1933,"Industrial designer Walter Von Nessen’s “Diplomat Coffee Set” was created by extruding pipe, which was then shaped, fluted, and finished with durable chrome. The heat resistant black Catalin (a type of plastic) provides a handsome counterpoint to the reflective surface and protects the user from the hot metal.","Von Nessen, Walter; Chase Brass and Copper Co.;American;Chrome plate with black Catalin plastic;United States",United States,,,"JSMA2017:2.55a,b",Image;StillImage,image/jpeg,American,Chrome plate with black Catalin plastic,Coffee pot: H. 4-1/4 x W. 8-1/4 x Diam. 2-7/8 inches; Sugar bowl H. 4-3/8 x W. 3-1/2 x Diam. 2-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126285;type=101,N1050
577,jsma2017_2_6.jpg,Apple Shaped Tray with Stem and Leaf,"Ilgner, Charla",n.d.,,"Ilgner, Charla;American;Silver;United States",United States,,,JSMA2017:2.6a-b,Image;StillImage,image/jpeg,American,Silver,a: W. 4-7/8 x D. 3-3/4 inches; b: W. 4-3/4 x D. 3-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126347;type=101,NO MGW NUMBER
213,jsma2017_2_67.jpg,Spoon,"La Paglia, Alphonse; Georg Jensen Inc. USA",ca. 1940,,"La Paglia, Alphonse; Georg Jensen Inc. USA;American;Sterling silver;United States",United States,,,JSMA2017:2.67,Image;StillImage,image/jpeg,American,Sterling silver,4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126266;type=101,N0149
585,jsma2019_11_124.jpg,Choker necklace,"Hu, Mary Lee",ca. 1975,,"Hu, Mary Lee;American;Sterling silver;United States",United States,,,JSMA2019:11.124,Image;StillImage,image/jpeg,American,Sterling silver,W. 5 x D. 7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136217;type=101,N1685
38,jsma2019_11_129.jpg,Necklace,"Pearson, Ronald",mid-20th century,,"Pearson, Ronald;American;Sterling silver;United States",United States,,,JSMA2019:11.129,Image;StillImage,image/jpeg,American,Sterling silver,Pendant: H. 2-1/2 x W. 7/8 inches; chain: 12-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137893;type=101,N0997
541,jsma2019_11_15.jpg,Ladle,Unknown,20th century,,Unknown;American;Sterling silver;United States,United States,,,JSMA2019:11.15,Image;StillImage,image/jpeg,American,Sterling silver,12-1/4 x 4-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136061;type=101,N0230
393,jsma2019_11_30.jpg,Bowl,Unknown,1940,,Unknown;American;Sterling silver;United States,United States,,,JSMA2019:11.30,Image;StillImage,image/jpeg,American,Sterling silver,H. 2-1/4 x Diam. 6-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136078;type=101,N0501
35,jsma2019_11_46.jpg,Necklace,"Karram, Alfred",ca. 1970,,"Karram, Alfred;American;Sterling silver;United States",United States,,,JSMA2019:11.46,Image;StillImage,image/jpeg,American,Sterling silver,W. 10-1/2 x D. 5-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136098;type=101,N0854
344,jsma2019_11_54.jpg,Box,Unknown,ca. 1930,"Small box, potentially pill box, with domed cover decorated with chased applied blossom and leaf motif.",Unknown;American;Sterling silver and lacquer;United States,United States,,,JSMA2019:11.54,Image;StillImage,image/jpeg,American,Sterling silver and lacquer,H. 1-1/2 x Diam. 2-9/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136107;type=101,N0967
36,jsma2019_11_61.jpg,Money clip,Unknown,ca. 1930,,Unknown;American;Sterling silver;United States,United States,,,JSMA2019:11.61,Image;StillImage,image/jpeg,American,Sterling silver,W. 1-1/2 x D. 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136114;type=101,N1018
570,jsma2019_11_82.jpg,Ellis F. Lawrence Medal,"Cook, Lin",ca. 2002,Margo Grant Walsh was awarded this Ellis F. Lawarence medal in 2002 by the Dean and faculty of the University of Oregon College of Design. The medal is given out each year to distinguished alumnus or alumna for their accomplishments.,"Cook, Lin;American;Brass pendant with fabric cord;United States",United States,,,JSMA2019:11.82,Image;StillImage,image/jpeg,American,Brass pendant with fabric cord,pendant: 2-3/4 x 2-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136136;type=101,N1316
516,jsma2019_11_84.jpg,Coffee set,Roberts,ca. 1910,,Roberts;American;Sterling silver with wood;United States,United States,,,JSMA2019:11.84a-c,Image;StillImage,image/jpeg,American,Sterling silver with wood,Coffee pot: H. 7-1/2 x W. 6-3/4 x D. 4-1/4 inches; creamer: H. 2-3/4 x W. 5-1/2 x D. 3-1/4 inches; sugar bowl: H. 2-3/8 x W. 2-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136138;type=101,N1473
115,jsma2019_11_88.jpg,Belt buckle,Unknown,ca. mid-20th century,,Unknown;Native American;Sterling silver with turquoise;United States,United States,,,JSMA2019:11.88,Image;StillImage,image/jpeg,Native American,Sterling silver with turquoise,W. 3-1/8 x D. 2-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136143;type=101,N1549
446,jsma2016_12_124.jpg,Box,Unknown,ca. 1910,The cover with engraved stylized leaf decoration,Unknown;Undetermined;Copper;Unknown,Unknown,,,JSMA2016:12.124,Image;StillImage,image/jpeg,Undetermined,Copper,H. 1-3/4 x Diam. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122404;type=101,N0676
34,jsma2016_12_146.jpg,Buckle,Unknown,late 20th century,,"Unknown;American;Silver, gold;Unknown",Unknown,,,JSMA2016:12.146,Image;StillImage,image/jpeg,American,"Silver, gold",Diam. 2-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122428;type=101,T0006
426,jsma2016_12_147.jpg,Cigar box,Unknown,early 20th century,,Unknown;Undetermined;Copper sheathed wood;Unknown,Unknown,,,JSMA2016:12.147,Image;StillImage,image/jpeg,Undetermined,Copper sheathed wood,H. 2-1/2 x W. 9 x D. 6-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122430;type=101,N0676
